file,seg_type,seg_start,seg_end,seg_duration,mfa_duration,word,word_start,word_end,phrase_num,local_speech_rate
3036_SpeechPBJProcedural_InPerson_99999999,P,60.613,60.682,0.0690000000000026,0.129999999999995,peanut,60.5521,60.8921,28,5.95238095238095
3036_SpeechPBJProcedural_InPerson_99999999,B,60.888,60.917,0.0290000000000035,0.0300000000000011,butter,60.8921,61.2721,28,5.95238095238095
3036_SpeechPBJProcedural_InPerson_99999999,T,64.088,64.16,0.0720000000000027,0.109999999999999,to,64.0521,64.2221,29,3.35570469798657
3036_SpeechPBJProcedural_InPerson_99999999,P,65.44,65.53,0.0900000000000034,0.109999999999999,peanut,65.4121,65.7521,30,4.67289719626171
3036_SpeechPBJProcedural_InPerson_99999999,K,72.332,72.384,0.0520000000000067,0.0300000000000011,can,72.3521,72.5721,34,4.71380471380469
3036_SpeechPBJProcedural_InPerson_99999999,P,72.822,72.837,0.0150000000000006,0.109999999999999,paper,72.8021,73.1521,34,4.71380471380469
3036_SpeechPBJProcedural_InPerson_99999999,T,73.182,73.227,0.0450000000000017,0.0999999999999943,towel,73.1521,73.6821,34,4.71380471380469
3036_SpeechPBJProcedural_InPerson_99999999,T,73.756,73.848,0.0919999999999988,0.109999999999999,to,73.7321,73.9521,34,4.71380471380469
3036_SpeechPBJProcedural_InPerson_99999999,P,74.756,74.806,0.0499999999999972,0.129999999999995,peanut,74.6721,75.0021,34,4.71380471380469
3036_SpeechPBJProcedural_InPerson_99999999,B,75.005,75.026,0.0210000000000008,0.0300000000000011,butter,75.0021,75.3221,34,4.71380471380469
3036_SpeechPBJProcedural_InPerson_99999999,T,75.93,75.979,0.0489999999999924,0.039999999999992,to,75.9521,76.0621,35,4.49438202247191
3036_SpeechPBJProcedural_InPerson_99999999,T,87.684,87.755,0.070999999999998,0.0900000000000034,to,87.6621,87.8221,41,3.07692307692305
3036_SpeechPBJProcedural_InPerson_99999999,P,94.007,94.069,0.0619999999999976,0.0900000000000034,piece,93.9821,94.2521,45,4.34782608695652
3036_SpeechPBJProcedural_InPerson_99999999,D,95.06,95.071,0.0109999999999957,0.0600000000000023,does,95.0221,95.2421,45,4.34782608695652
3036_SpeechPBJProcedural_InPerson_99999999,P,95.905,95.954,0.0489999999999924,0.0700000000000074,peanut,95.8821,96.1821,45,4.34782608695652
3036_SpeechPBJProcedural_InPerson_99999999,B,96.199,96.206,0.00699999999999079,0.0300000000000011,butter,96.1821,96.5121,45,4.34782608695652
3036_SpeechPBJProcedural_InPerson_99999999,K,103.315,103.361,0.0460000000000065,0.0299999999999869,combine,103.3221,103.9821,50,4.42477876106196
3036_SpeechPBJProcedural_InPerson_99999999,P,104.142,104.232,0.0900000000000034,0.159999999999997,pieces,104.0721,104.4621,50,4.42477876106196
3036_SpeechPBJProcedural_InPerson_99999999,P,106.562,106.626,0.0640000000000072,0.0799999999999983,peanut,106.5421,106.8121,52,5.48780487804878
3036_SpeechPBJProcedural_InPerson_99999999,B,106.826,106.835,0.00900000000000034,0.0300000000000011,butter,106.8121,107.1521,52,5.48780487804878
3036_SpeechPBJProcedural_InPerson_99999999,T,108.364,108.432,0.0679999999999978,0.0799999999999983,touching,108.3421,108.6721,53,6.84931506849311
3038_SpeechPBJProcedural_Remote_20220216,T,9.911,9.949,0.0380000000000003,0.0699999999999985,to,9.8762,9.9762,1,4.9079754601227
3038_SpeechPBJProcedural_Remote_20220216,P,10.396,10.44,0.0439999999999987,0.15,peanut,10.2862,10.6562,1,4.9079754601227
3038_SpeechPBJProcedural_Remote_20220216,B,10.675,10.681,0.00600000000000023,0.0299999999999994,butter,10.6562,10.8262,1,4.9079754601227
